id	term
Chr22G012240	GO:0005634
Chr11G004070	GO:0005488
Chr11G004070	GO:0005634
Chr19G017710	GO:0005739
Chr19G017710	GO:0006164
Chr19G017710	GO:0009220
Chr18G017230	GO:0000741
Chr18G017230	GO:0001510
Chr18G017230	GO:0003723
Chr18G017230	GO:0003735
Chr18G017230	GO:0005739
Chr18G017230	GO:0005840
Chr18G017230	GO:0006342
Chr18G017230	GO:0006412
Chr18G017230	GO:0006606
Chr18G017230	GO:0009555
Chr18G017230	GO:0009560
Chr18G017230	GO:0009567
Chr18G017230	GO:0016572
Chr18G017230	GO:0051567
Chr28G003020	GO:0005794
Chr28G003020	GO:0005886
Chr28G003020	GO:0008270
Chr28G003020	GO:0009833
Chr28G003020	GO:0016021
Chr28G003020	GO:0016760
Chr28G003020	GO:0030244
Chr04G017990	GO:0009536
Chr04G017990	GO:0016023
Chr04G017990	GO:0016491
Chr04G017990	GO:0046872
Chr04G014980	GO:0016020
Chr04G014980	GO:0030001
Chr04G014980	GO:0046873
Chr04G014980	GO:0055085
Chr11G000010	GO:0004096
Chr11G000010	GO:0005618
Chr11G000010	GO:0005739
Chr11G000010	GO:0005773
Chr11G000010	GO:0005886
Chr11G000010	GO:0006995
Chr11G000010	GO:0008219
Chr11G000010	GO:0009409
Chr11G000010	GO:0009514
Chr11G000010	GO:0009570
Chr11G000010	GO:0009648
Chr11G000010	GO:0009737
Chr11G000010	GO:0009941
Chr11G000010	GO:0009970
Chr11G000010	GO:0010319
Chr11G000010	GO:0016036
Chr11G000010	GO:0020037
Chr11G000010	GO:0022626
Chr11G000010	GO:0042744
Chr11G000010	GO:0045454
Chr11G000010	GO:0046686
Chr11G000010	GO:0048046
Chr11G000010	GO:0050897
Chr11G000010	GO:0055114
Chr18G000930	GO:0004096
Chr18G000930	GO:0005618
Chr18G000930	GO:0005739
Chr18G000930	GO:0005773
Chr18G000930	GO:0005886
Chr18G000930	GO:0006995
Chr18G000930	GO:0008219
Chr18G000930	GO:0009409
Chr18G000930	GO:0009514
Chr18G000930	GO:0009570
Chr18G000930	GO:0009648
Chr18G000930	GO:0009737
Chr18G000930	GO:0009941
Chr18G000930	GO:0009970
Chr18G000930	GO:0010319
Chr18G000930	GO:0016036
Chr18G000930	GO:0020037
Chr18G000930	GO:0022626
Chr18G000930	GO:0042744
Chr18G000930	GO:0045454
Chr18G000930	GO:0046686
Chr18G000930	GO:0048046
Chr18G000930	GO:0050897
Chr18G000930	GO:0055114
Chr02G003280	GO:0005247
Chr02G003280	GO:0005886
Chr02G003280	GO:0006821
Chr02G003280	GO:0009705
Chr02G003280	GO:0016021
Chr02G003280	GO:0030554
Chr02G003280	GO:0055085
Chr15G009110	GO:0009536
Chr05G004230	GO:0009536
Chr12G014480	GO:0009534
Chr12G032600	GO:0009534
Chr18G000760	GO:0003777
Chr18G000760	GO:0005524
Chr18G000760	GO:0005871
Chr18G000760	GO:0005874
Chr18G000760	GO:0007018
Chr18G000760	GO:0008017
Chr05G022380	GO:0005783
Chr05G022380	GO:0009744
Chr05G022380	GO:0009749
Chr05G022380	GO:0009750
Chr05G022380	GO:0009853
Chr05G032720	GO:0015079
Chr05G032720	GO:0016021
Chr05G032720	GO:0071805
Chr17G008690	GO:0015079
Chr17G008690	GO:0016021
Chr17G008690	GO:0071805
Chr30G003150	GO:0015079
Chr30G003150	GO:0016021
Chr30G003150	GO:0071805
Chr05G011190	GO:0006259
Chr05G011190	GO:0006342
Chr05G011190	GO:0034968
Chr15G020010	GO:0016706
Chr15G020010	GO:0055114
Chr12G005190	GO:0016020
Chr22G017080	GO:0005507
Chr10G002560	GO:0003824
Chr10G002560	GO:0008152
Chr12G014250	GO:0003676
Chr12G014250	GO:0006259
Chr12G014250	GO:0046872
Chr10G003230	GO:0004672
Chr12G032000	GO:0004693
Chr12G032000	GO:0004713
Chr12G032000	GO:0005524
Chr12G032000	GO:0006468
Chr12G032000	GO:0008353
Chr12G032000	GO:0045727
Chr08G002890	GO:0005739
Chr08G002890	GO:0006506
Chr08G002890	GO:0016020
Chr08G002890	GO:0016740
Chr04G026210	GO:0005886
Chr04G026210	GO:0009536
Chr01G011130	GO:0006629
Chr01G011130	GO:0016023
Chr01G011130	GO:0016788
Chr15G020140	GO:0006629
Chr15G020140	GO:0016023
Chr15G020140	GO:0016788
Chr12G007480	GO:0006629
Chr12G007480	GO:0016023
Chr12G007480	GO:0016788
Chr11G018910	GO:0003849
Chr11G018910	GO:0008652
Chr11G018910	GO:0009423
Chr11G018910	GO:0009536
Chr11G018910	GO:0033587
Chr03G021900	GO:0016020
Chr03G021900	GO:0016023
Chr29G011890	GO:0000166
Chr29G011890	GO:0003676
Chr29G011890	GO:0009536
Chr06G012560	GO:0008483
Chr06G012560	GO:0009058
Chr06G012560	GO:0030170
Chr23G007810	GO:0004197
Chr23G007810	GO:0006508
Chr23G007810	GO:0016023
Chr19G009110	GO:0004197
Chr19G009110	GO:0006508
Chr19G009110	GO:0016023
Chr12G000590	GO:0008839
Chr12G000590	GO:0009089
Chr12G000590	GO:0009570
Chr12G000590	GO:0009773
Chr12G000590	GO:0009965
Chr12G000590	GO:0010103
Chr12G000590	GO:0010207
Chr12G000590	GO:0016556
Chr12G000590	GO:0030154
Chr12G000590	GO:0042742
Chr12G000590	GO:0045893
Chr12G000590	GO:0070402
Chr22G017230	GO:0004842
Chr22G017230	GO:0008270
Chr22G017230	GO:0009644
Chr22G017230	GO:0010182
Chr22G017230	GO:0010413
Chr22G017230	GO:0016020
Chr22G017230	GO:0016023
Chr22G017230	GO:0016567
Chr22G017230	GO:0042542
Chr22G017230	GO:0045492
Chr0G033410	GO:0004842
Chr0G033410	GO:0008270
Chr0G033410	GO:0009644
Chr0G033410	GO:0010182
Chr0G033410	GO:0010413
Chr0G033410	GO:0016020
Chr0G033410	GO:0016023
Chr0G033410	GO:0016567
Chr0G033410	GO:0042542
Chr0G033410	GO:0045492
Chr12G006210	GO:0009536
Chr12G006210	GO:0010207
Chr12G006210	GO:0016556
Chr27G014760	GO:0009536
Chr27G014760	GO:0010207
Chr27G014760	GO:0016556
Chr21G006150	GO:0005634
Chr21G006150	GO:0009737
Chr21G006150	GO:0010030
Chr01G021900	GO:0005634
Chr01G021900	GO:0009737
Chr01G021900	GO:0010030
Chr27G000040	GO:0005634
Chr27G000040	GO:0009737
Chr27G000040	GO:0010030
Chr06G004320	GO:0000373
Chr06G004320	GO:0004519
Chr06G004320	GO:0009507
Chr06G004320	GO:0045292
Chr06G004320	GO:0048564
Chr04G010330	GO:0005777
Chr04G010330	GO:0016020
Chr06G012580	GO:0005739
Chr14G009110	GO:0005773
Chr17G009480	GO:0003676
Chr17G009480	GO:0008270
Chr17G009480	GO:0009536
Chr17G009480	GO:0015074
Chr17G009480	GO:0043531
Chr29G007900	GO:0003676
Chr29G007900	GO:0006259
Chr11G000310	GO:0016023
Chr18G008530	GO:0016023
Chr02G000490	GO:0006662
Chr02G000490	GO:0009055
Chr02G000490	GO:0009570
Chr02G000490	GO:0015035
Chr02G000490	GO:0022900
Chr02G000490	GO:0045454
Chr22G010790	GO:0046907
Chr01G000250	GO:0003677
Chr01G000250	GO:0003700
Chr01G000250	GO:0005634
Chr01G000250	GO:0006355
Chr01G000250	GO:0017148
Chr01G000250	GO:0030371
Chr01G000250	GO:0042023
Chr07G017120	GO:0004721
Chr07G017120	GO:0005622
Chr07G017120	GO:0010467
Chr07G017120	GO:0016070
Chr26G002050	GO:0005739
Chr26G002050	GO:0009706
Chr26G002050	GO:0016021
Chr08G021150	GO:0009536
Chr13G006120	GO:0004091
Chr13G006120	GO:0009536
Chr13G006120	GO:0009793
Chr17G000930	GO:0005739
Chr17G000930	GO:0005794
Chr17G000930	GO:0006486
Chr17G000930	GO:0008378
Chr17G000930	GO:0016021
Chr17G000930	GO:0030246
Chr0G010730	GO:0004713
Chr0G010730	GO:0005524
Chr0G010730	GO:0006468
Chr0G010730	GO:0016023
Chr19G004620	GO:0005337
Chr19G004620	GO:0006810
Chr19G004620	GO:0016021
Chr17G005780	GO:0005739
Chr03G012850	GO:0004674
Chr03G012850	GO:0005524
Chr03G012850	GO:0006468
Chr0G012690	GO:0009536
Chr30G002310	GO:0009535
Chr30G002310	GO:0009765
Chr30G002310	GO:0016168
Chr25G010860	GO:0016787
Chr06G023000	GO:0016787
Chr22G003880	GO:0016787
Chr08G012420	GO:0004568
Chr08G012420	GO:0005975
Chr08G012420	GO:0009409
Chr08G012420	GO:0009611
Chr08G012420	GO:0009642
Chr08G012420	GO:0009651
Chr08G012420	GO:0016023
Chr08G012420	GO:0042631
Chr19G011160	GO:0046872
Chr19G011160	GO:0097159
Chr19G011160	GO:1901363
Chr30G013300	GO:0046872
Chr30G013300	GO:0097159
Chr30G013300	GO:1901363
Chr20G010030	GO:0046872
Chr20G010030	GO:0097159
Chr20G010030	GO:1901363
Chr22G015080	GO:0004821
Chr22G015080	GO:0005524
Chr22G015080	GO:0005829
Chr22G015080	GO:0006427
Chr22G015080	GO:0009536
Chr22G015080	GO:0016841
Chr22G015080	GO:0048481
Chr08G006330	GO:0003700
Chr08G006330	GO:0005634
Chr08G006330	GO:0006355
Chr08G006330	GO:0043565
Chr08G006330	GO:0046982
Chr01G000440	GO:0005506
Chr01G000440	GO:0005783
Chr01G000440	GO:0009055
Chr01G000440	GO:0016709
Chr01G000440	GO:0020037
Chr01G000440	GO:0044425
Chr01G000440	GO:0055114
Chr25G007670	GO:0009536
Chr12G024780	GO:0003735
Chr12G024780	GO:0005634
Chr12G024780	GO:0005840
Chr12G024780	GO:0006412
Chr12G024780	GO:0046872
Chr02G023930	GO:0004674
Chr02G023930	GO:0005524
Chr02G023930	GO:0006468
Chr02G023930	GO:0016023
Chr02G023930	GO:0030247
Chr06G015610	GO:0004842
Chr06G015610	GO:0005634
Chr06G015610	GO:0006511
Chr06G015610	GO:0007275
Chr06G015610	GO:0008270
Chr06G015610	GO:0016567
Chr03G005110	GO:0000033
Chr03G005110	GO:0005783
Chr03G005110	GO:0006486
Chr03G005110	GO:0016021
Chr03G005110	GO:0030244
Chr03G005110	GO:0048193
Chr27G007360	GO:0005509
Chr27G007360	GO:0009543
Chr27G007360	GO:0009570
Chr27G007360	GO:0009654
Chr27G007360	GO:0019898
Chr27G007360	GO:0030095
Chr27G007360	GO:0048564
Chr06G006020	GO:0005739
Chr06G003450	GO:0005773
Chr06G003450	GO:0005794
Chr06G003450	GO:0005886
Chr06G003450	GO:0016021
Chr06G003450	GO:0016023
Chr14G012260	GO:0003677
Chr14G012260	GO:0005739
Chr14G012260	GO:0006310
Chr14G012260	GO:0008270
Chr14G012260	GO:0015074
Chr14G012260	GO:0016023
Chr18G002160	GO:0004842
Chr18G002160	GO:0016567
Chr11G018480	GO:0000796
Chr11G018480	GO:0007076
Chr11G018480	GO:0009408
Chr11G018480	GO:0009506
Chr11G018480	GO:0009793
Chr07G023590	GO:0003697
Chr07G023590	GO:0005524
Chr07G023590	GO:0006281
Chr07G023590	GO:0007131
Chr07G023590	GO:0008094
Chr07G023590	GO:0009432
Chr07G023590	GO:0009536
Chr07G023590	GO:0009691
Chr09G016220	GO:0009536
Chr22G010110	GO:0009536
Chr15G021480	GO:0000278
Chr15G021480	GO:0005618
Chr15G021480	GO:0005730
Chr15G021480	GO:0005819
Chr15G021480	GO:0008017
Chr15G021480	GO:0009524
Chr15G021480	GO:0009652
Chr15G021480	GO:0010228
Chr15G021480	GO:0016572
Chr15G021480	GO:0030865
Chr02G020570	GO:0004674
Chr02G020570	GO:0005524
Chr02G020570	GO:0006468
Chr17G001830	GO:0003677
Chr17G001830	GO:0005622
Chr25G010070	GO:0003824
Chr25G010070	GO:0009507
Chr25G010070	GO:0009987
Chr25G010070	GO:0044699
Chr25G010070	GO:0071704
Chr07G030960	GO:0006261
Chr07G030960	GO:0009536
Chr07G030960	GO:0009560
Chr29G013130	GO:0005886
Chr29G013130	GO:0008270
Chr0G018020	GO:0005886
Chr0G018020	GO:0009536
Chr27G002140	GO:0005886
Chr27G002140	GO:0009536
Chr09G015460	GO:0005886
Chr09G015460	GO:0009536
Chr05G012660	GO:0005886
Chr05G012660	GO:0009536
Chr12G006370	GO:0005488
Chr12G006370	GO:0009536
Chr12G006370	GO:0016043
Chr01G016810	GO:0004576
Chr01G016810	GO:0005789
Chr01G016810	GO:0005886
Chr01G016810	GO:0006364
Chr01G016810	GO:0006486
Chr01G016810	GO:0009627
Chr01G016810	GO:0009651
Chr01G016810	GO:0016021
Chr01G016810	GO:0034976
Chr01G016810	GO:0047484
Chr0G017260	GO:0008137
Chr0G017260	GO:0009507
Chr0G017260	GO:0016021
Chr0G017260	GO:0042773
Chr0G017260	GO:0048038
Chr05G034690	GO:0000781
Chr05G034690	GO:0003691
Chr05G034690	GO:0005634
Chr05G034690	GO:0007133
Chr05G034690	GO:0032204
Chr05G034690	GO:0042803
Chr01G028420	GO:0005739
Chr01G028420	GO:0044699
Chr12G033680	GO:0000413
Chr12G033680	GO:0003755
Chr12G033680	GO:0005773
Chr12G033680	GO:0005829
Chr12G033680	GO:0005886
Chr12G033680	GO:0006457
Chr10G002290	GO:0000413
Chr10G002290	GO:0003755
Chr10G002290	GO:0005773
Chr10G002290	GO:0005829
Chr10G002290	GO:0005886
Chr10G002290	GO:0006457
Chr03G012990	GO:0003735
Chr03G012990	GO:0005730
Chr03G012990	GO:0005773
Chr03G012990	GO:0005886
Chr03G012990	GO:0006412
Chr03G012990	GO:0009941
Chr03G012990	GO:0022625
Chr03G012990	GO:0032502
Chr03G012990	GO:0071493
Chr26G017240	GO:0004674
Chr26G017240	GO:0005524
Chr26G017240	GO:0005739
Chr26G017240	GO:0006468
Chr26G017240	GO:0009536
Chr26G017240	GO:0016020
Chr13G005720	GO:0005618
Chr13G005720	GO:0016788
Chr06G027770	GO:0003677
Chr06G027770	GO:0003682
Chr06G027770	GO:0008270
Chr06G027770	GO:0009536
Chr06G027770	GO:0009651
Chr06G027770	GO:0009723
Chr06G027770	GO:0009737
Chr06G027770	GO:0009739
Chr06G027770	GO:0009751
Chr06G027770	GO:0009753
Chr06G027770	GO:0046686
Chr02G023110	GO:0009536
Chr21G004480	GO:0005576
Chr05G017250	GO:0005886
Chr05G017250	GO:0009506
Chr05G017250	GO:0009536
Chr05G017250	GO:0009640
Chr05G017250	GO:0009793
Chr05G017250	GO:0009845
Chr05G017250	GO:0009909
Chr05G017250	GO:0009933
Chr05G017250	GO:0010162
Chr05G017250	GO:0010182
Chr05G017250	GO:0010228
Chr05G017250	GO:0016567
Chr05G017250	GO:0016757
Chr05G017250	GO:0019915
Chr05G017250	GO:0050826
Chr06G019080	GO:0005886
Chr06G019080	GO:0009506
Chr06G019080	GO:0009536
Chr06G019080	GO:0009640
Chr06G019080	GO:0009793
Chr06G019080	GO:0009845
Chr06G019080	GO:0009909
Chr06G019080	GO:0009933
Chr06G019080	GO:0010162
Chr06G019080	GO:0010182
Chr06G019080	GO:0010228
Chr06G019080	GO:0016567
Chr06G019080	GO:0016757
Chr06G019080	GO:0019915
Chr06G019080	GO:0050826
Chr13G019870	GO:0005739
Chr13G019870	GO:0005768
Chr13G019870	GO:0005794
Chr13G019870	GO:0005802
Chr11G020260	GO:0004091
Chr11G020260	GO:0008152
Chr26G000680	GO:0004497
Chr26G000680	GO:0005506
Chr26G000680	GO:0009055
Chr26G000680	GO:0016705
Chr26G000680	GO:0020037
Chr26G000680	GO:0055114
Chr07G011520	GO:0000166
Chr07G011520	GO:0003676
Chr05G016720	GO:0009536
Chr03G011610	GO:0009536
Chr14G011850	GO:0005777
Chr14G011850	GO:0016301
Chr14G011850	GO:0016310
Chr14G011850	GO:0016773
Chr02G006080	GO:0005739
Chr12G022070	GO:0005739
Chr01G038470	GO:0030001
Chr01G038470	GO:0046872
Chr04G032970	GO:0005576
Chr04G032970	GO:0006629
Chr04G032970	GO:0016023
Chr04G032970	GO:0016788
Chr13G011310	GO:0005576
Chr13G011310	GO:0006629
Chr13G011310	GO:0016023
Chr13G011310	GO:0016788
Chr02G010520	GO:0005576
Chr02G010520	GO:0006629
Chr02G010520	GO:0016023
Chr02G010520	GO:0016788
Chr05G015180	GO:0005576
Chr05G015180	GO:0006629
Chr05G015180	GO:0016023
Chr05G015180	GO:0016788
Chr03G023490	GO:0005388
Chr03G023490	GO:0005516
Chr03G023490	GO:0005524
Chr03G023490	GO:0005886
Chr03G023490	GO:0009507
Chr03G023490	GO:0009624
Chr03G023490	GO:0009651
Chr03G023490	GO:0009705
Chr03G023490	GO:0016021
Chr03G023490	GO:0042742
Chr03G023490	GO:0043069
Chr03G023490	GO:0046872
Chr03G023490	GO:0055081
Chr03G023490	GO:0070588
Chr23G018070	GO:0005388
Chr23G018070	GO:0005516
Chr23G018070	GO:0005524
Chr23G018070	GO:0005886
Chr23G018070	GO:0009507
Chr23G018070	GO:0009624
Chr23G018070	GO:0009651
Chr23G018070	GO:0009705
Chr23G018070	GO:0016021
Chr23G018070	GO:0042742
Chr23G018070	GO:0043069
Chr23G018070	GO:0046872
Chr23G018070	GO:0055081
Chr23G018070	GO:0070588
Chr03G002120	GO:0005388
Chr03G002120	GO:0005516
Chr03G002120	GO:0005524
Chr03G002120	GO:0005886
Chr03G002120	GO:0009507
Chr03G002120	GO:0009624
Chr03G002120	GO:0009651
Chr03G002120	GO:0009705
Chr03G002120	GO:0016021
Chr03G002120	GO:0042742
Chr03G002120	GO:0043069
Chr03G002120	GO:0046872
Chr03G002120	GO:0055081
Chr03G002120	GO:0070588
Chr03G006670	GO:0004713
Chr03G006670	GO:0005524
Chr03G006670	GO:0005886
Chr03G006670	GO:0006468
Chr06G014250	GO:0004713
Chr06G014250	GO:0005524
Chr06G014250	GO:0005886
Chr06G014250	GO:0006468
Chr04G010150	GO:0004713
Chr04G010150	GO:0005524
Chr04G010150	GO:0005886
Chr04G010150	GO:0006468
Chr12G028380	GO:0004713
Chr12G028380	GO:0005524
Chr12G028380	GO:0005886
Chr12G028380	GO:0006468
Chr21G006990	GO:0003677
Chr21G006990	GO:0003682
Chr21G006990	GO:0004386
Chr21G006990	GO:0005524
Chr21G006990	GO:0005634
Chr21G006990	GO:0005829
Chr21G006990	GO:0006355
Chr21G006990	GO:0010199
Chr21G006990	GO:0040029
Chr21G006990	GO:0043044
Chr05G008700	GO:0000166
Chr05G008700	GO:0000394
Chr05G008700	GO:0005634
Chr05G008700	GO:0006355
Chr05G008700	GO:0006366
Chr05G008700	GO:0007062
Chr05G008700	GO:0007131
Chr05G008700	GO:0033044
Chr05G008700	GO:0042138
Chr05G008700	GO:0045132
Chr20G010780	GO:0009536
Chr20G010780	GO:0015105
Chr20G010780	GO:0015168
Chr20G010780	GO:0015204
Chr20G010780	GO:0015700
Chr20G010780	GO:0015793
Chr20G010780	GO:0016021
Chr20G010780	GO:0016328
Chr20G010780	GO:0035445
Chr20G010780	GO:0046685
Chr20G010780	GO:0071918
Chr20G010780	GO:0080029
Chr20G010780	GO:0080138
Chr02G033950	GO:0000166
Chr02G033950	GO:0003735
Chr02G033950	GO:0005840
Chr02G033950	GO:0006412
Chr02G033950	GO:0009507
Chr02G033950	GO:0019843
Chr26G018330	GO:0005739
Chr0G025570	GO:0005739
Chr09G020510	GO:0005739
Chr02G033750	GO:0003824
Chr11G005380	GO:0000166
Chr11G005380	GO:0004672
Chr11G005380	GO:0016020
Chr11G005380	GO:0016023
Chr15G005070	GO:0000166
Chr15G005070	GO:0004672
Chr15G005070	GO:0016020
Chr15G005070	GO:0016023
Chr01G026600	GO:0005488
Chr22G004360	GO:0006355
Chr22G004360	GO:0040029
Chr06G022200	GO:0006355
Chr06G022200	GO:0040029
Chr11G008390	GO:0003777
Chr11G008390	GO:0005524
Chr11G008390	GO:0005871
Chr11G008390	GO:0005874
Chr11G008390	GO:0007018
Chr11G008390	GO:0008017
Chr16G010270	GO:0003777
Chr16G010270	GO:0005524
Chr16G010270	GO:0005871
Chr16G010270	GO:0005874
Chr16G010270	GO:0007018
Chr16G010270	GO:0008017
Chr01G010050	GO:0004867
Chr01G010050	GO:0010951
Chr01G010050	GO:0030162
Chr23G016580	GO:0004867
Chr23G016580	GO:0010951
Chr23G016580	GO:0030162
Chr10G009460	GO:0005524
Chr10G009460	GO:0017111
Chr20G012620	GO:0005749
Chr20G012620	GO:0005774
Chr20G012620	GO:0005886
Chr20G012620	GO:0009536
Chr20G012620	GO:0009853
Chr06G010380	GO:0003700
Chr06G010380	GO:0006355
Chr06G010380	GO:0043565
Chr09G007840	GO:0003700
Chr09G007840	GO:0006355
Chr09G007840	GO:0043565
Chr04G009920	GO:0005509
Chr04G009920	GO:0005513
Chr04G009920	GO:0005515
Chr04G009920	GO:0005773
Chr04G009920	GO:0005829
Chr04G009920	GO:0005886
Chr04G009920	GO:0006084
Chr04G009920	GO:0009612
Chr04G009920	GO:0009846
Chr04G009920	GO:0010099
Chr04G009920	GO:0019722
Chr04G009920	GO:0032440
Chr04G009920	GO:0055114
Chr02G005330	GO:0016021
Chr02G005330	GO:0016023
Chr06G003930	GO:0000105
Chr06G003930	GO:0004400
Chr06G003930	GO:0030170
Chr07G017670	GO:0006810
Chr05G017510	GO:0006810
Chr16G001460	GO:0006810
Chr16G005040	GO:0000166
Chr16G005040	GO:0004672
Chr16G005040	GO:0016023
Chr16G005040	GO:0016310
Chr15G004440	GO:0015743
Chr15G004440	GO:0016020
Chr15G017680	GO:0003676
Chr15G017680	GO:0006259
Chr06G035610	GO:0003676
Chr06G035610	GO:0006259
Chr12G015150	GO:0005488
Chr12G015150	GO:0005739
Chr12G015150	GO:0009536
Chr28G006140	GO:0000166
Chr28G006140	GO:0004497
Chr28G006140	GO:0009742
Chr28G006140	GO:0009851
Chr28G006140	GO:0050662
Chr28G006140	GO:0055114
Chr20G013270	GO:0005739
Chr20G013270	GO:0006346
Chr20G013270	GO:0009793
Chr20G013270	GO:0031048
Chr20G013270	GO:0051567
Chr0G010350	GO:0005739
Chr0G010350	GO:0009535
Chr24G000920	GO:0005484
Chr24G000920	GO:0005886
Chr24G000920	GO:0006886
Chr24G000920	GO:0009737
Chr24G000920	GO:0016192
Chr16G015720	GO:0005484
Chr16G015720	GO:0005886
Chr16G015720	GO:0006886
Chr16G015720	GO:0009737
Chr16G015720	GO:0016192
Chr04G031510	GO:0003779
Chr04G031510	GO:0005737
Chr04G031510	GO:0015629
Chr04G031510	GO:0030042
Chr09G006270	GO:0003779
Chr09G006270	GO:0005737
Chr09G006270	GO:0015629
Chr09G006270	GO:0030042
Chr27G012490	GO:0004674
Chr27G012490	GO:0005524
Chr27G012490	GO:0005634
Chr27G012490	GO:0005773
Chr27G012490	GO:0005829
Chr27G012490	GO:0005886
Chr27G012490	GO:0016023
Chr27G012490	GO:0034613
Chr27G012490	GO:0046777
Chr27G012490	GO:0048544
Chr16G010870	GO:0004674
Chr16G010870	GO:0005524
Chr16G010870	GO:0005634
Chr16G010870	GO:0005773
Chr16G010870	GO:0005829
Chr16G010870	GO:0005886
Chr16G010870	GO:0016023
Chr16G010870	GO:0034613
Chr16G010870	GO:0046777
Chr16G010870	GO:0048544
Chr29G012870	GO:0005488
Chr29G012870	GO:0009536
Chr29G012870	GO:0048467
Chr02G030790	GO:0000035
Chr02G030790	GO:0008270
Chr02G030790	GO:0009932
Chr02G030790	GO:0016020
Chr02G030790	GO:0016417
Chr01G010980	GO:0006259
Chr13G010350	GO:0005634
Chr13G010350	GO:0008270
Chr13G010350	GO:0009553
Chr13G010350	GO:0009555
Chr13G010350	GO:0009910
Chr13G010350	GO:0010223
Chr13G010350	GO:0010363
Chr13G010350	GO:0010452
Chr13G010350	GO:0016116
Chr13G010350	GO:0031062
Chr13G010350	GO:0040029
Chr13G010350	GO:0042800
Chr13G010350	GO:0048481
Chr13G010350	GO:0048653
Chr13G010350	GO:0051568
Chr18G000860	GO:0004674
Chr18G000860	GO:0005524
Chr18G000860	GO:0006468
Chr18G000860	GO:0016023
Chr06G021650	GO:0044464
Chr22G011530	GO:0008270
Chr22G011530	GO:0016020
Chr06G027820	GO:0008270
Chr06G027820	GO:0016020
Chr22G008610	GO:0003676
Chr22G008610	GO:0006259
Chr02G031710	GO:0003676
Chr02G031710	GO:0006259
Chr09G011050	GO:0004674
Chr09G011050	GO:0004713
Chr09G011050	GO:0005524
Chr09G011050	GO:0005634
Chr09G011050	GO:0005739
Chr09G011050	GO:0005829
Chr09G011050	GO:0005886
Chr09G011050	GO:0006468
Chr09G011050	GO:0009524
Chr0G016530	GO:0005886
Chr0G016530	GO:0006120
Chr0G016530	GO:0006810
Chr0G016530	GO:0008137
Chr0G016530	GO:0009535
Chr0G016530	GO:0009970
Chr0G016530	GO:0019684
Chr0G016530	GO:0048038
Chr22G004020	GO:0009107
Chr22G004020	GO:0009249
Chr22G004020	GO:0009507
Chr22G004020	GO:0016992
Chr22G004020	GO:0046872
Chr22G004020	GO:0051539
Chr01G002400	GO:0016023
Chr02G016940	GO:0004722
Chr02G016940	GO:0005634
Chr02G016940	GO:0006470
Chr02G016940	GO:0006970
Chr02G016940	GO:0009408
Chr02G016940	GO:0009409
Chr02G016940	GO:0009414
Chr02G016940	GO:0009788
Chr02G016940	GO:0010119
Chr02G016940	GO:0010205
Chr02G016940	GO:0046872
Chr26G002900	GO:0004553
Chr26G002900	GO:0005975
Chr03G009550	GO:0005488
Chr28G011300	GO:0000956
Chr28G011300	GO:0003677
Chr28G011300	GO:0003723
Chr28G011300	GO:0006487
Chr11G009040	GO:0003700
Chr11G009040	GO:0005634
Chr11G009040	GO:0006355
Chr11G009040	GO:0043565
Chr21G002750	GO:0003700
Chr21G002750	GO:0005634
Chr21G002750	GO:0006355
Chr21G002750	GO:0043565
Chr14G017450	GO:0005739
Chr14G017450	GO:0009536
Chr18G005660	GO:0005739
Chr18G005660	GO:0009536
Chr30G014050	GO:0005834
Chr30G014050	GO:0048573
Chr30G014050	GO:0080008
Chr30G005010	GO:0008270
Chr30G005010	GO:0009536
Chr26G014520	GO:0003677
Chr26G014520	GO:0003682
Chr26G014520	GO:0003723
Chr26G014520	GO:0003964
Chr26G014520	GO:0004190
Chr26G014520	GO:0006278
Chr26G014520	GO:0006310
Chr26G014520	GO:0006333
Chr26G014520	GO:0006508
Chr26G014520	GO:0008907
Chr28G003140	GO:0009507
Chr26G013380	GO:0004497
Chr26G013380	GO:0005506
Chr26G013380	GO:0005739
Chr26G013380	GO:0009055
Chr26G013380	GO:0016023
Chr26G013380	GO:0016705
Chr26G013380	GO:0020037
Chr26G013380	GO:0055114
Chr20G003190	GO:0005506
Chr20G003190	GO:0005750
Chr20G003190	GO:0005773
Chr20G003190	GO:0005886
Chr20G003190	GO:0009055
Chr20G003190	GO:0020037
Chr06G003940	GO:0005488
Chr12G030720	GO:0004674
Chr12G030720	GO:0005524
Chr12G030720	GO:0005829
Chr12G030720	GO:0005886
Chr12G030720	GO:0006468
Chr29G008410	GO:0010200
Chr29G008410	GO:0016787
Chr01G028280	GO:0005739
Chr09G001370	GO:0005739
Chr05G007450	GO:0005739
Chr05G007450	GO:0006862
Chr05G007450	GO:0009507
Chr05G007450	GO:0015215
Chr05G007450	GO:0016021
Chr05G007450	GO:0055085
Chr05G024650	GO:0005739
Chr05G024650	GO:0006862
Chr05G024650	GO:0009507
Chr05G024650	GO:0015215
Chr05G024650	GO:0016021
Chr05G024650	GO:0055085
Chr12G012230	GO:0005840
Chr25G014980	GO:0005840
Chr0G033450	GO:0006886
Chr0G033450	GO:0006890
Chr0G033450	GO:0030126
Chr0G033450	GO:0030131
Chr06G031460	GO:0009073
Chr06G031460	GO:0009536
Chr06G031460	GO:0016226
Chr23G004870	GO:0009073
Chr23G004870	GO:0009536
Chr23G004870	GO:0016226
Chr13G021000	GO:0009073
